ts,power,current,voltage,kwh
2025-11-07T14:26:41+00:00,75.1,0.382,203.3,0.0012516666666666666
2025-11-07T14:27:38+00:00,75.1,0.382,203.3,0.0012516666666666666
2025-11-07T14:27:41+00:00,75.1,0.382,203.3,0.0012516666666666666
2025-11-07T14:28:38+00:00,75.1,0.382,203.3,0.0012516666666666666
2025-11-07T14:28:41+00:00,75.1,0.382,203.3,0.0012516666666666666
2025-11-07T14:29:38+00:00,75.1,0.382,203.3,0.0012516666666666666
2025-11-07T14:29:41+00:00,75.1,0.382,203.3,0.0012516666666666666
2025-11-07T14:30:38+00:00,75.7,0.38,204.0,0.0012616666666666668
2025-11-07T14:30:41+00:00,75.7,0.38,204.0,0.0012616666666666668
2025-11-07T14:31:38+00:00,75.7,0.38,204.0,0.0012616666666666668
2025-11-07T14:31:41+00:00,75.7,0.38,204.0,0.0012616666666666668
2025-11-07T14:32:38+00:00,75.7,0.38,204.0,0.0012616666666666668
2025-11-07T14:32:41+00:00,75.7,0.38,204.0,0.0012616666666666668
2025-11-07T14:33:38+00:00,75.7,0.38,204.0,0.0012616666666666668
2025-11-07T14:33:41+00:00,75.7,0.38,204.0,0.0012616666666666668
2025-11-07T14:34:38+00:00,75.7,0.38,204.0,0.0012616666666666668
2025-11-07T14:34:41+00:00,75.7,0.38,204.0,0.0012616666666666668
2025-11-07T14:35:38+00:00,87.6,0.405,203.7,0.00146
2025-11-07T14:35:41+00:00,87.6,0.405,203.7,0.00146
2025-11-07T14:36:38+00:00,131.0,0.634,202.0,0.002183333333333333
2025-11-07T14:36:41+00:00,131.0,0.634,202.0,0.002183333333333333
2025-11-07T14:37:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:37:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:38:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:38:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:39:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:39:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:40:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:40:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:41:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:41:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:42:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:42:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:43:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:43:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:44:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:44:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:45:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:45:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:46:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:46:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:47:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:47:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:48:47+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:49:09+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:49:39+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:49:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:50:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:50:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:51:39+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:51:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:52:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:52:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:53:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:53:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:54:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:54:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:55:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:55:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:56:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:56:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:57:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:57:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:58:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:58:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:59:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T14:59:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:00:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:00:42+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:01:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:01:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:02:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:02:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:03:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:03:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:04:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:04:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:05:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:05:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:06:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:06:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:07:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:07:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:08:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:08:42+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:09:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:09:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:10:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:10:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:11:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:11:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:12:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:12:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:13:38+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:13:41+00:00,395.3,1.958,201.3,0.006588333333333334
2025-11-07T15:14:38+00:00,170.9,0.836,202.0,0.002848333333333334
2025-11-07T15:14:41+00:00,170.9,0.836,202.0,0.002848333333333334
2025-11-07T15:15:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:15:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:16:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:16:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:17:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:17:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:18:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:18:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:19:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:19:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:20:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:20:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:21:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:21:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:22:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:22:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:24:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:24:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:25:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:25:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:26:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:26:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:27:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:27:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:28:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:28:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:29:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:29:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:30:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:30:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:31:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:31:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:32:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:32:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:33:38+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:33:41+00:00,415.4,2.092,201.0,0.0069233333333333326
2025-11-07T15:34:38+00:00,202.8,0.986,203.7,0.00338
2025-11-07T15:34:41+00:00,202.8,0.986,203.7,0.00338
2025-11-07T15:35:38+00:00,419.2,2.039,202.7,0.006986666666666666
2025-11-07T15:35:41+00:00,419.2,2.039,202.7,0.006986666666666666
2025-11-07T16:59:39+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T16:59:42+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:00:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:00:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:02:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:02:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:03:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:03:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:04:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:04:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:05:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:05:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:06:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:06:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:07:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:07:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:08:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:08:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:09:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:09:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:10:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:10:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:11:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:11:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:12:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:12:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:13:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:13:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:14:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:14:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:15:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:15:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:16:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:16:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:17:38+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:17:41+00:00,92.9,0.497,203.0,0.0015483333333333334
2025-11-07T17:18:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:18:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:19:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:19:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:20:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:20:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:21:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:21:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:22:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:22:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:23:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:23:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:24:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:24:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:25:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:25:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:26:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:26:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:27:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:27:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:28:39+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:28:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:29:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:29:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:30:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:30:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:31:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:31:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:32:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:32:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:33:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:33:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:34:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:34:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:35:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:35:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:36:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:36:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:37:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:37:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:38:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:38:41+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:39:38+00:00,0.0,0.0,204.7,0.0
2025-11-07T17:39:41+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:40:38+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:40:41+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:41:38+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:41:41+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:42:38+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:42:41+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:43:38+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:43:41+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:44:38+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:44:41+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:45:38+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:45:41+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:46:38+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:46:41+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:47:38+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:47:41+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:48:38+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:48:41+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:49:38+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:49:41+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:50:38+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:50:41+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:51:38+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:51:41+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:52:38+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:52:41+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:53:38+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:53:41+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:54:38+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:54:41+00:00,89.4,0.469,202.7,0.00149
2025-11-07T17:55:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T17:55:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T17:56:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T17:56:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T17:57:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T17:57:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T17:58:39+00:00,0.0,0.0,198.7,0.0
2025-11-07T17:58:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T17:59:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T17:59:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:00:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:00:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:01:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:01:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:02:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:02:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:03:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:03:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:04:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:04:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:05:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:05:42+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:06:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:06:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:07:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:07:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:08:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:08:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:09:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:09:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:10:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:10:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:11:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:11:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:12:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:12:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:13:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:13:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:14:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:14:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:15:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:15:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:16:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:16:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:17:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:17:41+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:18:38+00:00,0.0,0.0,198.7,0.0
2025-11-07T18:18:41+00:00,0.0,0.0,198.7,0.0
